img_name,image
Asiatic Lion (106).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (106).jpg
Asiatic Lion (108).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (108).jpg
Asiatic Lion (109).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (109).jpg
Asiatic Lion (11).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (11).jpg
Asiatic Lion (110).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (110).jpg
Asiatic Lion (113).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (113).jpg
Asiatic Lion (114).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (114).jpg
Asiatic Lion (118).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (118).jpg
Asiatic Lion (119).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (119).jpg
Asiatic Lion (12).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (12).jpeg
Asiatic Lion (12).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (12).jpg
Asiatic Lion (120).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (120).jpg
Asiatic Lion (121).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (121).jpg
Asiatic Lion (122).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (122).jpg
Asiatic Lion (123).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (123).jpg
Asiatic Lion (124).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (124).jpg
Asiatic Lion (126).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (126).jpg
Asiatic Lion (127).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (127).jpg
Asiatic Lion (128).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (128).jpg
Asiatic Lion (129).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (129).jpg
Asiatic Lion (13).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (13).jpeg
Asiatic Lion (13).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (13).jpg
Asiatic Lion (130).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (130).jpg
Asiatic Lion (131).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (131).jpg
Asiatic Lion (132).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (132).jpg
Asiatic Lion (133).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (133).jpg
Asiatic Lion (134).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (134).jpg
Asiatic Lion (135).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (135).jpg
Asiatic Lion (137).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (137).jpg
Asiatic Lion (138).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (138).jpg
Asiatic Lion (14).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (14).jpg
Asiatic Lion (140).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (140).jpg
Asiatic Lion (15).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (15).jpg
Asiatic Lion (16).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (16).jpg
Asiatic Lion (17).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (17).jpg
Asiatic Lion (18).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (18).jpg
Asiatic Lion (2).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (2).jpeg
Asiatic Lion (2).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (2).jpg
Asiatic Lion (2).png,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (2).png
Asiatic Lion (2).webp,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (2).webp
Asiatic Lion (20).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (20).jpg
Asiatic Lion (200).png,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (200).png
Asiatic Lion (201).webp,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (201).webp
Asiatic Lion (21).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (21).jpg
Asiatic Lion (22).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (22).jpg
Asiatic Lion (23).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (23).jpg
Asiatic Lion (24).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (24).jpg
Asiatic Lion (25).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (25).jpg
Asiatic Lion (26).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (26).jpg
Asiatic Lion (27).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (27).jpg
Asiatic Lion (28).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (28).jpg
Asiatic Lion (29).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (29).jpg
Asiatic Lion (3).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (3).jpeg
Asiatic Lion (3).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (3).jpg
Asiatic Lion (3).png,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (3).png
Asiatic Lion (30).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (30).jpg
Asiatic Lion (31).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (31).jpg
Asiatic Lion (32).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (32).jpg
Asiatic Lion (33).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (33).jpg
Asiatic Lion (34).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (34).jpg
Asiatic Lion (35).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (35).jpg
Asiatic Lion (36).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (36).jpg
Asiatic Lion (37).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (37).jpg
Asiatic Lion (39).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (39).jpg
Asiatic Lion (4).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (4).jpeg
Asiatic Lion (4).webp,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (4).webp
Asiatic Lion (40).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (40).jpg
Asiatic Lion (42).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (42).jpg
Asiatic Lion (44).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (44).jpg
Asiatic Lion (45).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (45).jpg
Asiatic Lion (46).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (46).jpg
Asiatic Lion (47).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (47).jpg
Asiatic Lion (48).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (48).jpg
Asiatic Lion (49).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (49).jpg
Asiatic Lion (5).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (5).jpeg
Asiatic Lion (5).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (5).jpg
Asiatic Lion (50).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (50).jpg
Asiatic Lion (51).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (51).jpg
Asiatic Lion (53).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (53).jpg
Asiatic Lion (54).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (54).jpg
Asiatic Lion (55).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (55).jpg
Asiatic Lion (56).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (56).jpg
Asiatic Lion (57).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (57).jpg
Asiatic Lion (58).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (58).jpg
Asiatic Lion (59).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (59).jpg
Asiatic Lion (6).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (6).jpeg
Asiatic Lion (6).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (6).jpg
Asiatic Lion (60).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (60).jpg
Asiatic Lion (61).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (61).jpg
Asiatic Lion (62).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (62).jpg
Asiatic Lion (63).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (63).jpg
Asiatic Lion (64).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (64).jpg
Asiatic Lion (65).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (65).jpg
Asiatic Lion (66).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (66).jpg
Asiatic Lion (69).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (69).jpg
Asiatic Lion (7).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (7).jpg
Asiatic Lion (70).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (70).jpg
Asiatic Lion (71).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (71).jpg
Asiatic Lion (72).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (72).jpg
Asiatic Lion (73).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (73).jpg
Asiatic Lion (74).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (74).jpg
Asiatic Lion (75).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (75).jpg
Asiatic Lion (76).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (76).jpg
Asiatic Lion (77).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (77).jpg
Asiatic Lion (78).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (78).jpg
Asiatic Lion (79).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (79).jpg
Asiatic Lion (8).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (8).jpeg
Asiatic Lion (8).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (8).jpg
Asiatic Lion (81).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (81).jpg
Asiatic Lion (83).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (83).jpg
Asiatic Lion (84).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (84).jpg
Asiatic Lion (85).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (85).jpg
Asiatic Lion (86).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (86).jpg
Asiatic Lion (88).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (88).jpg
Asiatic Lion (89).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (89).jpg
Asiatic Lion (9).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (9).jpeg
Asiatic Lion (9).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (9).jpg
Asiatic Lion (90).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (90).jpg
Asiatic Lion (91).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (91).jpg
Asiatic Lion (92).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (92).jpg
Asiatic Lion (93).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (93).jpg
Asiatic Lion (94).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (94).jpg
Asiatic Lion (95).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (95).jpg
Asiatic Lion (96).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (96).jpg
Asiatic Lion (97).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (97).jpg
Asiatic Lion (98).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (98).jpg
Asiatic Lion (99).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Asiatic Lion (99).jpg
Bengal Fox (1).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (1).jpeg
Bengal Fox (10).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (10).jpeg
Bengal Fox (10).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (10).jpg
Bengal Fox (100).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (100).jpg
Bengal Fox (101).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (101).jpg
Bengal Fox (103).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (103).jpg
Bengal Fox (104).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (104).jpg
Bengal Fox (105).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (105).jpg
Bengal Fox (106).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (106).jpg
Bengal Fox (108).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (108).jpg
Bengal Fox (109).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (109).jpg
Bengal Fox (11).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (11).jpg
Bengal Fox (110).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (110).jpg
Bengal Fox (111).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (111).jpg
Bengal Fox (112).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (112).jpg
Bengal Fox (113).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (113).jpg
Bengal Fox (114).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (114).jpg
Bengal Fox (115).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (115).jpg
Bengal Fox (116).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (116).jpg
Bengal Fox (118).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (118).jpg
Bengal Fox (119).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (119).jpg
Bengal Fox (12).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (12).jpg
Bengal Fox (120).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (120).jpg
Bengal Fox (121).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (121).jpg
Bengal Fox (122).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (122).jpg
Bengal Fox (13).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (13).jpg
Bengal Fox (14).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (14).jpg
Bengal Fox (15).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (15).jpg
Bengal Fox (150).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (150).jpg
Bengal Fox (151).png,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (151).png
Bengal Fox (152).webp,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (152).webp
Bengal Fox (17).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (17).jpg
Bengal Fox (18).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (18).jpg
Bengal Fox (19).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (19).jpg
Bengal Fox (2).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (2).jpeg
Bengal Fox (2).webp,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (2).webp
Bengal Fox (21).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (21).jpg
Bengal Fox (22).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (22).jpg
Bengal Fox (23).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (23).jpg
Bengal Fox (25).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (25).jpg
Bengal Fox (26).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (26).jpg
Bengal Fox (27).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (27).jpg
Bengal Fox (28).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (28).jpg
Bengal Fox (29).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (29).jpg
Bengal Fox (3).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (3).jpeg
Bengal Fox (3).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (3).jpg
Bengal Fox (3).webp,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (3).webp
Bengal Fox (31).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (31).jpg
Bengal Fox (32).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (32).jpg
Bengal Fox (33).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (33).jpg
Bengal Fox (34).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (34).jpg
Bengal Fox (35).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (35).jpg
Bengal Fox (36).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (36).jpg
Bengal Fox (39).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (39).jpg
Bengal Fox (4).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (4).jpg
Bengal Fox (4).webp,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (4).webp
Bengal Fox (40).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (40).jpg
Bengal Fox (41).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (41).jpg
Bengal Fox (42).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (42).jpg
Bengal Fox (43).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (43).jpg
Bengal Fox (46).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (46).jpg
Bengal Fox (47).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (47).jpg
Bengal Fox (48).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (48).jpg
Bengal Fox (49).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (49).jpg
Bengal Fox (5).webp,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (5).webp
Bengal Fox (50).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (50).jpg
Bengal Fox (52).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (52).jpg
Bengal Fox (53).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (53).jpg
Bengal Fox (54).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (54).jpg
Bengal Fox (55).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (55).jpg
Bengal Fox (56).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (56).jpg
Bengal Fox (57).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (57).jpg
Bengal Fox (58).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (58).jpg
Bengal Fox (59).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (59).jpg
Bengal Fox (6).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (6).jpeg
Bengal Fox (60).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (60).jpg
Bengal Fox (61).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (61).jpg
Bengal Fox (62).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (62).jpg
Bengal Fox (63).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (63).jpg
Bengal Fox (64).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (64).jpg
Bengal Fox (65).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (65).jpg
Bengal Fox (66).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (66).jpg
Bengal Fox (67).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (67).jpg
Bengal Fox (69).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (69).jpg
Bengal Fox (7).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (7).jpeg
Bengal Fox (7).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (7).jpg
Bengal Fox (70).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (70).jpg
Bengal Fox (71).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (71).jpg
Bengal Fox (73).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (73).jpg
Bengal Fox (74).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (74).jpg
Bengal Fox (75).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (75).jpg
Bengal Fox (76).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (76).jpg
Bengal Fox (77).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (77).jpg
Bengal Fox (78).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (78).jpg
Bengal Fox (79).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (79).jpg
Bengal Fox (8).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (8).jpeg
Bengal Fox (8).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (8).jpg
Bengal Fox (81).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (81).jpg
Bengal Fox (82).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (82).jpg
Bengal Fox (83).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (83).jpg
Bengal Fox (84).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (84).jpg
Bengal Fox (85).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (85).jpg
Bengal Fox (86).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (86).jpg
Bengal Fox (87).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (87).jpg
Bengal Fox (88).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (88).jpg
Bengal Fox (89).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (89).jpg
Bengal Fox (9).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (9).jpg
Bengal Fox (90).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (90).jpg
Bengal Fox (91).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (91).jpg
Bengal Fox (92).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (92).jpg
Bengal Fox (93).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (93).jpg
Bengal Fox (94).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (94).jpg
Bengal Fox (95).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (95).jpg
Bengal Fox (96).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (96).jpg
Bengal Fox (97).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (97).jpg
Bengal Fox (98).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (98).jpg
Bengal Fox (99).jpg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Bengal Fox (99).jpg
Chital (1).jpeg,c:\Users\adoni\Desktop\CBIR-proyect\images\train\Chital (1).jpeg
